Rank,Lemma,Count,RelativeFrequency
2800,πεντεκαίδεκα,35,0.000021
2801,κρατής,35,0.000021
2802,Ἀμφικτύονος,35,0.000021
2803,μέγιστον,35,0.000021
2804,πότε,35,0.000021
2805,Κερσοβλέπω,35,0.000021
2806,δοθεύς,35,0.000021
2807,δημοτός,35,0.000021
2808,σπονδός,35,0.000021
2809,αὐτόνομος,35,0.000021
2810,Νίκιοι,35,0.000021
2811,ἄρξη,35,0.000021
2812,δράκων,35,0.000021
2813,ΝΟΜΟΣ.,35,0.000021
2814,Ἀρίστων,35,0.000021
2815,τοσόσδε,35,0.000021
2816,θεσπέσιος,35,0.000021
2817,φύλλον,35,0.000021
2818,ὄντως,35,0.000021
2819,γνῶσις,35,0.000021
2820,ἐκφεύγω,35,0.000021
2821,Τελαμώνιος,35,0.000021
2822,τρισχίλιον,35,0.000021
2823,ἄμαξα,35,0.000021
2824,σπένδω,35,0.000021
2825,αἰγιαλός,35,0.000021
2826,Πύρρος,35,0.000021
2827,Δήλιος,35,0.000021
2828,Λέσβιος,35,0.000021
2829,ἄντα,35,0.000021
2830,κλίνω,35,0.000021
2831,ἀναιδεία,35,0.000021
2832,πάσχα,35,0.000021
2833,ἄφαρ,35,0.000021
2834,Διοτρεφής,35,0.000021
2835,φέρτατος,35,0.000021
2836,μίμνω,35,0.000021
2837,ἱρεύς,35,0.000021
2838,ὀρύσσω,35,0.000021
2839,ὠθέω,35,0.000021
2840,ἐκδιδός,35,0.000021
2841,ἐπίγιγνομαι,35,0.000021
2842,Ἰωσήφ,35,0.000021
2843,ἐξαμαρτάνη,34,0.000021
2844,οὐδεπώτες,34,0.000021
2845,Aldή,34,0.000021
2846,δόξεια,34,0.000021
2847,αὐτόματος,34,0.000021
2848,ἀπαντάω,34,0.000021
2849,διαλέγω,34,0.000021
2850,περιέρχομαι,34,0.000021
2851,χρῆτος,34,0.000021
2852,κτῆσαος,34,0.000021
2853,μέλλον,34,0.000021
2854,ἀκούσης,34,0.000021
2855,φαίνη,34,0.000021
2856,φλαῦρος,34,0.000021
2857,ποτός,34,0.000021
2858,δυνήθεια,34,0.000021
2859,κλέπτης,34,0.000021
2860,κοινωνέω,34,0.000021
2861,παιδεύω,34,0.000021
2862,κερδαίνω,34,0.000021
2863,αὐτοφώρη,34,0.000021
2864,κατάλυσις,34,0.000021
2865,εἶσθος,34,0.000021
2866,διπλόος,34,0.000021
2867,ἀπάγγελλος,34,0.000021
2868,μνημονεύς,34,0.000021
2869,εἰσμείς,34,0.000021
2870,στενός,34,0.000021
2871,λαχών,34,0.000021
2872,Δημήτηρ,34,0.000021
2873,Φοινίκη,34,0.000021
2874,διακρίνω,34,0.000021
2875,κατέρχομαι,34,0.000021
2876,Ὀλυμπιόδωρος,34,0.000021
2877,μαίνομαι,34,0.000021
2878,δῆτα,34,0.000021
2879,πλήρης,34,0.000021
2880,ἀμήχανος,34,0.000021
2881,ὑπηρέτης,34,0.000021
2882,ῥίζα,34,0.000021
2883,συντίθημι,34,0.000021
2884,Ξενοφών,34,0.000021
2885,κτῆνος,34,0.000021
2886,ἕκτη,34,0.000021
2887,Δικαιόγεναι,34,0.000021
2888,ὑπόσπονδος,34,0.000021
2889,Ἐρέτρια,34,0.000021
2890,αἰδέομαι,34,0.000021
2891,μενεαίνω,34,0.000021
2892,σεύω,34,0.000021
2893,στενάχω,34,0.000021
2894,θαλερός,34,0.000021
2895,ἐπισεύω,34,0.000021
2896,Φαῖα,34,0.000021
2897,θύραζε,34,0.000021
2898,σμερδαλέος,34,0.000021
2899,μῶνυξ,34,0.000021
2900,ποίιος,34,0.000021
2901,Ἰνδός,34,0.000021
2902,Ἱστιαῖος,34,0.000021
2903,ἐνδύω,34,0.000021
2904,fίrη,34,0.000021
2905,εὐθέως,34,0.000021
2906,καυχάομαι,34,0.000021
2907,διδάξη,33,0.000020
2908,τέτταρα,33,0.000020
2909,ἀξίων,33,0.000020
2910,ἱκανή,33,0.000020
2911,πέπων,33,0.000020
2912,δανείσης,33,0.000020
2913,μαχόμενος,33,0.000020
2914,κρείτων,33,0.000020
2915,ἑτέρα,33,0.000020
2916,ἀπόρρητος,33,0.000020
2917,ὁμιλέω,33,0.000020
2918,ῥᾳθυμία,33,0.000020
2919,μόγις,33,0.000020
2920,ὕπαρχος,33,0.000020
2921,τυραννικός,33,0.000020
2922,αὐτονόμος,33,0.000020
2923,πόιησος,33,0.000020
2924,πεῖσα,33,0.000020
2925,φιλάνθρωπος,33,0.000020
2926,πλεονεξίζω,33,0.000020
2927,πανταχῆ,33,0.000020
2928,διαβάλλων,33,0.000020
2929,πλησιάζω,33,0.000020
2930,ἅλις,33,0.000020
2931,πρόσποιος,33,0.000020
2932,γενόμη,33,0.000020
2933,τετελευτηκότος,33,0.000020
2934,πρόξενος,33,0.000020
2935,Scheibός,33,0.000020
2936,μοιχός,33,0.000020
2937,στρατηγέω,33,0.000020
2938,ἐπώχατο,33,0.000020
2939,ἐμφανής,33,0.000020
2940,ἑαυτή,33,0.000020
2941,ταλαίπωρος,33,0.000020
2942,ἐῶσις,33,0.000020
2943,ἐγγυταία,33,0.000020
2944,νόσημα,33,0.000020
2945,οἰκουμένη,33,0.000020
2946,Εὐρυσθεύς,33,0.000020
2947,ἑκατήρ,33,0.000020
2948,ἀοιδή,33,0.000020
2949,ἀκούς,33,0.000020
2950,Μένων,33,0.000020
2951,νικός,33,0.000020
2952,ἀπαγγείλης,33,0.000020
2953,ἀριστεύς,33,0.000020
2954,ἕβδομος,33,0.000020
2955,μήνη,33,0.000020
2956,Πρόξενος,33,0.000020
2957,ὕπερθεν,33,0.000020
2958,ἀνδραγαθία,33,0.000020
2959,Μαντινεύς,33,0.000020
2960,Ἀριστογέιτος,33,0.000020
2961,δόσις,33,0.000020
2962,ἐγκαταλιπός,33,0.000020
2963,Μακάρτατος,33,0.000020
2964,τυτθός,33,0.000020
2965,Μυτιλήνη,33,0.000020
2966,χαλκοχίτων,33,0.000020
2967,ἑκάς,33,0.000020
2968,πρόφρων,33,0.000020
2969,αἶψος,33,0.000020
2970,ἄσπετος,33,0.000020
2971,λευκώλενος,33,0.000020
2972,ἅλλομαι,33,0.000020
2973,Αἰολεύς,33,0.000020
2974,usqή,33,0.000020
2975,ἀκάθαρτος,33,0.000020
2976,πειράζω,33,0.000020
2977,ἀσθενέω,33,0.000020
2978,καλῶς,33,0.000020
2979,πολεμία,32,0.000019
2980,Φυλή,32,0.000019
2981,ἤλθομος,32,0.000019
2982,̓ἅδεσα,32,0.000019
2983,ἀνάμνησθη,32,0.000019
2984,συνεργός,32,0.000019
2985,ὄομενος,32,0.000019
2986,ἐπαίρω,32,0.000019
2987,φροντίζεις,32,0.000019
2988,ἐμπορία,32,0.000019
2989,ἱππικός,32,0.000019
2990,σύλλογος,32,0.000019
2991,ἐπιτιμός,32,0.000019
2992,πολιορκία,32,0.000019
2993,πολίτευμα,32,0.000019
2994,ἄφθονος,32,0.000019
2995,κρατίστης,32,0.000019
2996,αἱρός,32,0.000019
2997,ἔμπειρος,32,0.000019
2998,προσδοκή,32,0.000019
2999,εὐδοκιμές,32,0.000019
3000,δικάζων,32,0.000019
3001,λάμβανος,32,0.000019
3002,ἀπείρων,32,0.000019
3003,ἐπαινόεις,32,0.000019
3004,κεφάλαιον,32,0.000019
3005,ἡδονός,32,0.000019
3006,ἠδίκηκος,32,0.000019
3007,ξενικός,32,0.000019
3008,ἀμύνασθος,32,0.000019
3009,ὁπότα,32,0.000019
3010,οἰκός,32,0.000019
3011,ἕaiteος,32,0.000019
3012,σπουδαῖος,32,0.000019
3013,οἰκετός,32,0.000019
3014,βοῦλος,32,0.000019
3015,ἂνή,32,0.000019
3016,ἐπιγράφω,32,0.000019
3017,προδίδωμι,32,0.000019
3018,ᾔἶσθος,32,0.000019
3019,ἱκετεύω,32,0.000019
3020,μαρτυριά,32,0.000019
3021,ἀποκρίνης,32,0.000019
3022,ἀπέδωκε,32,0.000019
3023,ἥδομαι,32,0.000019
3024,ἐγκρατής,32,0.000019
3025,ἄγαν,32,0.000019
3026,Ἀρτάβαζος,32,0.000019
3027,Ἀθήνησιν,32,0.000019
3028,ἀφαιρός,32,0.000019
3029,ὑφίστημι,32,0.000019
3030,δωκένη,32,0.000019
3031,τροφός,32,0.000019
3032,οἶσθις,32,0.000019
3033,ἐκκλησίη,32,0.000019
3034,χήρα,32,0.000019
3035,συνοικής,32,0.000019
3036,ἀπέρ,32,0.000019
3037,ὄρθος,32,0.000019
3038,ἠύτε,32,0.000019
3039,ὀλοφύρομαι,32,0.000019
3040,διαίτης,32,0.000019
3041,λύκος,32,0.000019
3042,ἡγεμονεύω,32,0.000019
3043,ἄναγος,32,0.000019
3044,ἀνάβαινος,32,0.000019
3045,ὁλκάς,32,0.000019
3046,παίω,32,0.000019
3047,διέφθειρος,32,0.000019
3048,προδότης,32,0.000019
3049,Κλεώνυμος,32,0.000019
3050,δόθε,32,0.000019
3051,ἆσσον,32,0.000019
3052,Στεφαίνω,32,0.000019
3053,befoύς,32,0.000019
3054,Ν,32,0.000019
3055,νομάς,32,0.000019
3056,στιβαρός,32,0.000019
3057,θάρσος,32,0.000019
3058,τείρω,32,0.000019
3059,κερδίων,32,0.000019
3060,φᾶρος,32,0.000019
3061,ῥεῖα,32,0.000019
3062,ἀπιθέω,32,0.000019
3063,ῥόος,32,0.000019
3064,ἐξεναρίζω,32,0.000019
3065,ἐρείπω,32,0.000019
3066,Πριαμίδης,32,0.000019
3067,ἀναγινώσκω,32,0.000019
3068,ὀργίζεσθα,31,0.000019
3069,ἀπειρία,31,0.000019
3070,Πολέμαρχος,31,0.000019
3071,βλάβω,31,0.000019
3072,ἐνάντιος,31,0.000019
3073,Πείσανδρος,31,0.000019
3074,ψηφίζας,31,0.000019
3075,ὁμολογή,31,0.000019
3076,αἰτιάσθαιος,31,0.000019
3077,οὐδεπώπους,31,0.000019
3078,σύνταξις,31,0.000019
3079,οὐδέποτʼ,31,0.000019
3080,οἶσπερ,31,0.000019
3081,διαλεχθήνη,31,0.000019
3082,γυμνάσιος,31,0.000019
3083,δυναμένη,31,0.000019
3084,κρέτω,31,0.000019
3085,βλάβη,31,0.000019
3086,Μακεδών,31,0.000019
3087,Ἀρκαδία,31,0.000019
3088,φυλάζω,31,0.000019
3089,ἐξετάσαι,31,0.000019
3090,σοφιστός,31,0.000019
3091,κριτή,31,0.000019
3092,συμβουλεύων,31,0.000019
3093,παρασκευάσης,31,0.000019
3094,προσηκοῦσαι,31,0.000019
3095,φιλότιμος,31,0.000019
3096,παρακολουθέω,31,0.000019
3097,ζῆλος,31,0.000019
3098,Emperruός,31,0.000019
3099,παρέχομαι,31,0.000019
3100,βουλευτήριον,31,0.000019
3101,μννάσθεις,31,0.000019
3102,ὕποπτος,31,0.000019
3103,μήπω,31,0.000019
3104,λῃτουργή,31,0.000019
3105,διηγήσημα,31,0.000019
3106,βοηθείος,31,0.000019
3107,κρατήσης,31,0.000019
3108,Νόμος,31,0.000019
3109,Μέγαρον,31,0.000019
3110,ἐξελαύν,31,0.000019
3111,νύκτωρ,31,0.000019
3112,ἐμπίπτω,31,0.000019
3113,νομοθετής,31,0.000019
3114,λαβός,31,0.000019
3115,ἀφίκομες,31,0.000019
3116,ἔφαμες,31,0.000019
3117,Πουλυδάμας,31,0.000019
3118,πυρός,31,0.000019
3119,εἴδωλον,31,0.000019
3120,μυχός,31,0.000019
3121,ἑπόμενος,31,0.000019
3122,Βοιώτιος,31,0.000019
3123,ὑποζύγιον,31,0.000019
3124,ἱστίον,31,0.000019
3125,σπονδηίς,31,0.000019
3126,τρέχω,31,0.000019
3127,ἀγοράζω,31,0.000019
3128,οὐδέπω,31,0.000019
3129,σφραγίς,31,0.000019
3130,ποδώκης,31,0.000019
3131,νηλής,31,0.000019
3132,ἰγνίας,31,0.000019
3133,Ἵππαρχος,31,0.000019
3134,Θεοκρίνης,31,0.000019
3135,νόημα,31,0.000019
3136,ἔλασσος,31,0.000019
3137,Ἀριστόδημος,31,0.000019
3138,κυδάλιμος,31,0.000019
3139,χῖον,31,0.000019
3140,Ἐπιδαύριος,31,0.000019
3141,Ἀρισταγόρης,31,0.000019
3142,ἔξεστι(ν),31,0.000019
3143,καταλάμβανος,30,0.000018
3144,βουλευτηρίζω,30,0.000018
3145,παρός,30,0.000018
3146,πόνων,30,0.000018
3147,φρούριον,30,0.000018
3148,τιμώμενος,30,0.000018
3149,ποίησαι,30,0.000018
3150,καταψηφῖσαι,30,0.000018
3151,ἀποψηφίσης,30,0.000018
3152,Taylίς,30,0.000018
3153,συνθήκης,30,0.000018
3154,χίλιον,30,0.000018
3155,ποιόν,30,0.000018
3156,ἀκριβέστερον,30,0.000018
3157,χαλεπότερος,30,0.000018
3158,μέγιστα,30,0.000018
3159,πολιτευόμηνος,30,0.000018
3160,νεῦταρ,30,0.000018
3161,δεόμενος,30,0.000018
3162,τοσοῦς,30,0.000018
3163,χρεώ,30,0.000018
3164,σκεπτέον,30,0.000018
3165,παραινός,30,0.000018
3166,εἰώθης,30,0.000018
3167,ζητός,30,0.000018
3168,μοναρχία,30,0.000018
3169,ἀπολιπός,30,0.000018
3170,ἀτελής,30,0.000018
3171,ποιούμεθος,30,0.000018
3172,ἄθλιος,30,0.000018
3173,ἀκίνδυνος,30,0.000018
3174,καλόμευμαι,30,0.000018
3175,Φρύνιχος,30,0.000018
3176,ὑπόμνημα,30,0.000018
3177,συγκαλέω,30,0.000018
3178,παρακατατίθημι,30,0.000018
3179,ἔξαρνος,30,0.000018
3180,μαρτυρέσης,30,0.000018
3181,βασίλεια,30,0.000018
3182,ὀλιγαρχικός,30,0.000018
3183,μαρτυράσης,30,0.000018
3184,πρόιος,30,0.000018
3185,φρουρός,30,0.000018
3186,ἑάλος,30,0.000018
3187,ἀποστερόνις,30,0.000018
3188,Εἵλως,30,0.000018
3189,διήλθομος,30,0.000018
3190,πρεσβεύω,30,0.000018
3191,Μεγάρα,30,0.000018
3192,εἴδη,30,0.000018
3193,ἀστής,30,0.000018
3194,Θρασύμαχεύς,30,0.000018
3195,ἔρος,30,0.000018
3196,πρόθυρον,30,0.000018
3197,ἄποινα,30,0.000018
3198,ὀδύνη,30,0.000018
3199,ἕπος,30,0.000018
3200,κείρ,30,0.000018
3201,δίχα,30,0.000018
3202,σκευάζω,30,0.000018
3203,ἀετός,30,0.000018
3204,Τισσαφέρνοι,30,0.000018
3205,ὄρα,30,0.000018
3206,Συρία,30,0.000018
3207,ᾔἶθος,30,0.000018
3208,κάκος,30,0.000018
3209,διαμαρτυρία,30,0.000018
3210,θυσιαστήριον,30,0.000018
3211,εἴλω,30,0.000018
3212,ἀποφέρω,30,0.000018
3213,cίlη,30,0.000018
3214,οἶνεξ,30,0.000018
3215,γινόμενος,30,0.000018
3216,νημερτής,30,0.000018
3217,ἴς,30,0.000018
3218,πορφύρεος,30,0.000018
3219,ἀλεγεινός,30,0.000018
3220,δηιοτής,30,0.000018
3221,ἀλέομαι,30,0.000018
3222,Δῆλος,30,0.000018
3223,ἐπίπλοος,30,0.000018
3224,Λυκία,30,0.000018
3225,προσβαλός,30,0.000018
3226,Λευτυχίδης,30,0.000018
3227,Ἀρχιάδης,30,0.000018
3228,Ἆγις,30,0.000018
3229,Κατάνη,30,0.000018
3230,Jensύς,30,0.000018
3231,συνείδησις,30,0.000018
3232,καθαρίζω,30,0.000018
3233,ἴδε,30,0.000018
3234,σκανδαλίζω,30,0.000018
3235,ἐλεάω,30,0.000018
3236,ὁμολογής,29,0.000017
3237,δέον,29,0.000017
3238,ἀσεβή,29,0.000017
3239,ἐπεβουλεύω,29,0.000017
3240,κόλαξ,29,0.000017
3241,μέτεχος,29,0.000017
3242,Ἄρειας,29,0.000017
3243,εἰσάγω,29,0.000017
3244,τιμωρός,29,0.000017
3245,διέδιενα,29,0.000017
3246,μάτην,29,0.000017
3247,στρατηγία,29,0.000017
3248,σχός,29,0.000017
3249,σπουδάζης,29,0.000017
3250,διακείσθης,29,0.000017
3251,ἀγνοός,29,0.000017
3252,ὁμολογέσης,29,0.000017
3253,νόμισις,29,0.000017
3254,ἀμελήσης,29,0.000017
3255,ὁμόνοια,29,0.000017
3256,μέμφομαι,29,0.000017
3257,ἀσθενός,29,0.000017
3258,παραδέχομαι,29,0.000017
3259,Ὀρχομενός,29,0.000017
3260,βοηθόεις,29,0.000017
3261,ὀφείλης,29,0.000017
3262,εὐήθεια,29,0.000017
3263,ἀγαπός,29,0.000017
3264,πρέπων,29,0.000017
3265,δεινότης,29,0.000017
3266,λέγχος,29,0.000017
3267,κτῆσα,29,0.000017
3268,προαγορεύω,29,0.000017
3269,ἀπόλλυος,29,0.000017
3270,εἰκή,29,0.000017
3271,γυμναστικός,29,0.000017
3272,πιστότερος,29,0.000017
3273,μόριος,29,0.000017
3274,πρίαμενος,29,0.000017
3275,μηνός,29,0.000017
3276,ἐπιβουλή,29,0.000017
3277,κάμηλος,29,0.000017
3278,μηδέτερον,29,0.000017
3279,μνησικακής,29,0.000017
3280,δῆπος,29,0.000017
3281,ἐξελθός,29,0.000017
3282,δειλία,29,0.000017
3283,τεῖνος,29,0.000017
3284,ἀξιόμης,29,0.000017
3285,ἀποδείκη,29,0.000017
3286,δόκος,29,0.000017
3287,πάθε,29,0.000017
3288,ὄψος,29,0.000017
3289,διαφέρων,29,0.000017
3290,σπουδός,29,0.000017
3291,κτίζω,29,0.000017
3292,ἐκδόυνος,29,0.000017
3293,περιφανής,29,0.000017
3294,θερμός,29,0.000017
3295,φάμεις,29,0.000017
3296,γενναῖος,29,0.000017
3297,τέκτων,29,0.000017
3298,δῆλον,29,0.000017
3299,χαμαί,29,0.000017
3300,σκευή,29,0.000017
3301,ὀρέγω,29,0.000017
3302,ὁρμή,29,0.000017
3303,σελήνη,29,0.000017
3304,βάθος,29,0.000017
3305,κινέω,29,0.000017
3306,ἡνία,29,0.000017
3307,ζεύγνυμι,29,0.000017
3308,ἀκοντιστός,29,0.000017
3309,κρήνη,29,0.000017
3310,Λοκρός,29,0.000017
3311,Ἰσμήνη,29,0.000017
3312,ἀράομαι,29,0.000017
3313,ὁμῶς,29,0.000017
3314,Τειρέσιος,29,0.000017
3315,ἐρείδω,29,0.000017
3316,ἔνδειξις,29,0.000017
3317,Πολύευκτος,29,0.000017
3318,Φράστωρ,29,0.000017
3319,χεῖλος,29,0.000017
3320,ἐδητύς,29,0.000017
3321,ἀφνειός,29,0.000017
3322,εὔσελμος,29,0.000017
3323,ὀχθέω,29,0.000017
3324,ἀυτή,29,0.000017
3325,ἀντικρύ,29,0.000017
3326,χαμᾶζε,29,0.000017
3327,προσκαλέομαι,29,0.000017
3328,ἐκχέω,29,0.000017
3329,Ἀρταφρένης,29,0.000017
3330,οὐτάζω,29,0.000017
3331,ὁμοίως,29,0.000017
3332,Καῖσαρ,29,0.000017
3333,ἀδίκων,28,0.000017
3334,ὑπάρχοντος,28,0.000017
3335,ἐπίτιμος,28,0.000017
3336,ἀπόδεχος,28,0.000017
3337,τεκμήριος,28,0.000017
3338,ὀνειδίζω,28,0.000017
3339,πέρας,28,0.000017
3340,ἐπαμύνω,28,0.000017
3341,pίsη,28,0.000017
3342,εἰκάζω,28,0.000017
3343,οἴκοθεν,28,0.000017
3344,Κλεισθένης,28,0.000017
3345,ἤλπιζος,28,0.000017
3346,αἱρείσθης,28,0.000017
3347,προστάτης,28,0.000017
3348,ἥκων,28,0.000017
3349,τελευταία,28,0.000017
3350,πρόαιρα,28,0.000017
3351,σοφιστής,28,0.000017
3352,ἀποφαίνω,28,0.000017
3353,χείρω,28,0.000017
3354,παρουσία,28,0.000017
3355,περιποιέω,28,0.000017
3356,ἐπίλοιπος,28,0.000017
3357,καλούω,28,0.000017
3358,παύς,28,0.000017
3359,ὑπολαβών,28,0.000017
3360,ἐκγίγνομαι,28,0.000017
3361,παρεσκευάσμεις,28,0.000017
3362,ἀπέστερα,28,0.000017
3363,αἶα,28,0.000017
3364,ὁμολογές,28,0.000017
3365,ὑποχείριος,28,0.000017
3366,ΡΤΥΡΙΑΙ,28,0.000017
3367,δάνεισα,28,0.000017
3368,ἀναίδεια,28,0.000017
3369,θεραπαίνη,28,0.000017
3370,πρόικος,28,0.000017
3371,Στρατοκλῆς,28,0.000017
3372,Ὄλυνθος,28,0.000017
3373,βασιλικός,28,0.000017
3374,ἅπασσα,28,0.000017
3375,κινδυνεύω,28,0.000017
3376,ἄμεινος,28,0.000017
3377,ἅλος,28,0.000017
3378,Ἀμφιπόλεως,28,0.000017
3379,πάροδος,28,0.000017
3380,Πύλας,28,0.000017
3381,τοσαύτη,28,0.000017
3382,εἰσαγώγιμαι,28,0.000017
3383,παράνομα,28,0.000017
3384,ὀνομαστός,28,0.000017
3385,ὄναρ,28,0.000017
3386,Αἰγίνη,28,0.000017
3387,οὖδας,28,0.000017
3388,παραιτέομαι,28,0.000017
3389,αἰχμητής,28,0.000017
3390,ἄριστον,28,0.000017
3391,μαστός,28,0.000017
3392,Παφλαγών,28,0.000017
3393,σύνοδος,28,0.000017
3394,ἀποχωρέω,28,0.000017
3395,ἀποκρίνας,28,0.000017
3396,προσβολή,28,0.000017
3397,Κηφισοφός,28,0.000017
3398,Εὐρύλοχος,28,0.000017
3399,ἐπεύχομαι,28,0.000017
3400,πλόω,28,0.000017
3401,πρύμνα,28,0.000017
3402,προάγω,28,0.000017
3403,ἀπειλή,28,0.000017
3404,Νικόδημος,28,0.000017
3405,προσήκοντης,28,0.000017
3406,συμβόλαιος,28,0.000017
3407,πάτρα,28,0.000017
3408,βαστάζω,28,0.000017
3409,τόνυ,28,0.000017
3410,χῶμα,28,0.000017
3411,χάλκειος,28,0.000017
3412,Στράτιος,28,0.000017
3413,γείνομαι,28,0.000017
3414,ἐπιχώριος,28,0.000017
3415,γηθέω,28,0.000017
3416,πτολίεθρον,28,0.000017
3417,ἐποίχομαι,28,0.000017
3418,τίπτε,28,0.000017
3419,ὑπερφίαλος,28,0.000017
3420,ἠριγένεια,28,0.000017
3421,Ἀθήνευς,28,0.000017
3422,ἀολλής,28,0.000017
3423,θοῦρις,28,0.000017
3424,έμας,28,0.000017
3425,Αἶσα,28,0.000017
3426,ἐλεέω,28,0.000017
3427,Εὐρυμέδων,28,0.000017
3428,ἐκπίπτω,28,0.000017
3429,ἀκοντίζω,28,0.000017
3430,ἑσπέρα,28,0.000017
3431,χρεώμηνος,28,0.000017
3432,Αἰγίνητεια,28,0.000017
3433,προφητεύω,28,0.000017
3434,Γέλων,28,0.000017
3435,δηιόω,28,0.000017
3436,Λάμπις,28,0.000017
3437,Wίiη,28,0.000017
3438,ἁγιάζω,28,0.000017
3439,ἐπιτιμάω,28,0.000017
3440,Βαρναβᾶς,28,0.000017
3441,Μαρία,28,0.000017
3442,Ἠλίας,28,0.000017
3443,δημοκρατός,27,0.000016
3444,θάτερος,27,0.000016
3445,χειροτονέω,27,0.000016
3446,ἐπιτρέψης,27,0.000016
3447,γεγενημενός,27,0.000016
3448,νεώριος,27,0.000016
3449,ἀσέβεια,27,0.000016
3450,ἀναισχύντιος,27,0.000016
3451,ἄνοητος,27,0.000016
3452,ἁμαρτής,27,0.000016
3453,διαπράξαι,27,0.000016
3454,στρατεύομα,27,0.000016
3455,καταγέλαστος,27,0.000016
3456,πρώην,27,0.000016
3457,Θεσπίας,27,0.000016
3458,παραινέω,27,0.000016
3459,δόκυ,27,0.000016
3460,ἐρίζω,27,0.000016
3461,προσδοκός,27,0.000016
3462,γραφός,27,0.000016
3463,ἀπόφαινος,27,0.000016
3464,Κάλλιππος,27,0.000016
3465,Σηστός,27,0.000016
3466,διαφερόντως,27,0.000016
3467,πρόστις,27,0.000016
3468,ἐκποδών,27,0.000016
3469,ἐγγυτέρω,27,0.000016
3470,ἔροιτος,27,0.000016
3471,ὑγιός,27,0.000016
3472,θήρις,27,0.000016
3473,ἀπόπεμπος,27,0.000016
3474,ἄμπελος,27,0.000016
3475,ἀπόλοντος,27,0.000016
3476,καθαιρέω,27,0.000016
3477,δύναια,27,0.000016
3478,δικάζω,27,0.000016
3479,οὐκ,27,0.000016
3480,ὑπόδικος,27,0.000016
3481,σκευός,27,0.000016
3482,ἀνδραπόδος,27,0.000016
3483,ἐπέδειξα,27,0.000016
3484,διαιτητός,27,0.000016
3485,σωφρονέω,27,0.000016
3486,ἐξαίρετος,27,0.000016
3487,ἐπαγγέλλω,27,0.000016
3488,μάλισς,27,0.000016
3489,δεκάτη,27,0.000016
3490,μάκρος,27,0.000016
3491,ἄχρηστος,27,0.000016
3492,Λυκοῦργος,27,0.000016
3493,ἁπλόεις,27,0.000016
3494,φθέγγομαι,27,0.000016
3495,βούλομεις,27,0.000016
3496,πωλέω,27,0.000016
3497,ὀβολός,27,0.000016
3498,κληρονομές,27,0.000016
3499,Frag,27,0.000016
3500,ὁπόσον,27,0.000016
3501,εἶσα,27,0.000016
3502,ναυτός,27,0.000016
3503,ἐννοέω,27,0.000016
3504,πυρά,27,0.000016
3505,τείνω,27,0.000016
3506,ὄνομαι,27,0.000016
3507,λεῖπος,27,0.000016
3508,ἐξαπίνης,27,0.000016
3509,πόλισμα,27,0.000016
3510,ἄπεδος,27,0.000016
3511,κοιλία,27,0.000016
3512,πνευματικός,27,0.000016
3513,κρίμα,27,0.000016
3514,δύστηνος,27,0.000016
3515,πάλλω,27,0.000016
3516,ἀπάλλασσα,27,0.000016
3517,Ἀρχίδαμος,27,0.000016
3518,Φιλοκτήμων,27,0.000016
3519,Ἀργειφόντης,27,0.000016
3520,κάματος,27,0.000016
3521,σάφα,27,0.000016
3522,ῥοδοδάκτυλος,27,0.000016
3523,ἕννυμι,27,0.000016
3524,δόρπος,27,0.000016
3525,ἀγοράομαι,27,0.000016
3526,πρυμνός,27,0.000016
3527,ἐυκτίμενος,27,0.000016
3528,ὑπέρθυμος,27,0.000016
3529,νεικέω,27,0.000016
3530,ὄβριμος,27,0.000016
3531,Αἰακίδης,27,0.000016
3532,λάμπω,27,0.000016
3533,βασίλειος,27,0.000016
3534,ἀποκαλύπτω,27,0.000016
3535,σοῦσον,27,0.000016
3536,εὐπετής,27,0.000016
3537,Θεμιστοκλέης,27,0.000016
3538,‘κή,27,0.000016
3539,ἰάομαι,27,0.000016
3540,καταργέω,27,0.000016
3541,Ἰακώβ,27,0.000016
3542,κατηγορέσης,26,0.000016
3543,ἀπάλληγη,26,0.000016
3544,σωτήριος,26,0.000016
3545,ἐπέχειρα,26,0.000016
3546,τραῦμα,26,0.000016
3547,ἀφανή,26,0.000016
3548,ἡγήσης,26,0.000016
3549,μισός,26,0.000016
3550,ἐπιθυμιά,26,0.000016
3551,ἀγαπά,26,0.000016
3552,δίῄλθος,26,0.000016
3553,καταφρονός,26,0.000016
3554,δημηγορέις,26,0.000016
3555,ἀνόητος,26,0.000016
3556,δεῖνος,26,0.000016
3557,φιλονικίζω,26,0.000016
3558,Εὐβοή,26,0.000016
3559,ἀκέων,26,0.000016
3560,κράω,26,0.000016
3561,ὅρμος,26,0.000016
3562,ἀλόγων,26,0.000016
3563,ῥυθμός,26,0.000016
3564,τυγχάνων,26,0.000016
3565,ὁμιλία,26,0.000016
3566,μείζον,26,0.000016
3567,ἀνάγκασα,26,0.000016
3568,πρόσφερον,26,0.000016
3569,πότος,26,0.000016
3570,διατελές,26,0.000016
3571,διδασκαλία,26,0.000016
3572,κρίνεσθα,26,0.000016
3573,τεῦξος,26,0.000016
3574,ἀσφαλέστερ,26,0.000016
3575,ἕλος,26,0.000016
3576,ἄντικρυς,26,0.000016
3577,ἀγάς,26,0.000016
3578,κινδύνευος,26,0.000016
3579,τρισχίλιοι,26,0.000016
3580,διεξελθεύς,26,0.000016
3581,πέπον,26,0.000016
