Rank,Lemma,WeightedScore,RawCount
13250,χρυσόρραπις,0.000202,2
13251,δρήστειρα,0.000202,2
13252,μάντης,0.000202,2
13253,πυγούσιος,0.000202,2
13254,μελίκρητος,0.000202,2
13255,παμμέλαος,0.000202,2
13256,πλησίστιος,0.000202,2
13257,πείγω,0.000202,2
13258,κατέλομαι,0.000202,2
13259,φοινικοπαρής,0.000202,2
13260,Τυνδάρεον,0.000202,2
13261,κηληθμός,0.000202,2
13262,τοιόσδ,0.000202,2
13263,κυδρός,0.000202,2
13264,σκηρίπτω,0.000202,2
13265,Σειρήνη,0.000202,2
13266,Πλαγκτός,0.000202,2
13267,Λαμπετίη,0.000202,2
13268,πίγπτω,0.000202,2
13269,τερψίωβρος,0.000202,2
13270,μυθολογεύω,0.000202,2
13271,καταέω,0.000202,2
13272,κάρπτω,0.000202,2
13273,κνύζω,0.000202,2
13274,λίθας,0.000202,2
13275,κίρνημι,0.000202,2
13276,λυκάβας,0.000202,2
13277,κρυφηδός,0.000202,2
13278,Μεσαύλιος,0.000202,2
13279,λαόσοος,0.000202,2
13280,Πολυφείδης,0.000202,2
13281,δαιτύμονος,0.000202,2
13282,πόρη,0.000202,2
13283,παράφω,0.000202,2
13284,κατακίζω,0.000202,2
13285,μνηστύς,0.000202,2
13286,γημαιόω,0.000202,2
13287,δάκρυμαι,0.000202,2
13288,χείρειος,0.000202,2
13289,μολοβρός,0.000202,2
13290,πρόικτος,0.000202,2
13291,γενειόω,0.000202,2
13292,πριστός,0.000202,2
13293,κατέβω,0.000202,2
13294,Πολυκτορίδης,0.000202,2
13295,Μελανθών,0.000202,2
13296,πάγχαλκος,0.000202,2
13297,Δουλιχιεύς,0.000202,2
13298,μεσόδμαι,0.000202,2
13299,παρεύς,0.000202,2
13300,κάτομαι,0.000202,2
13301,ποδάνιπτρος,0.000202,2
13302,Πανδάρεος,0.000202,2
13303,λυσιμελής,0.000202,2
13304,παιδνός,0.000202,2
13305,προσκλίνω,0.000202,2
13306,Λειώδης,0.000202,2
13307,χαίω,0.000202,2
13308,στέατος,0.000202,2
13309,χελιδόν,0.000202,2
13310,πειραίνω,0.000202,2
13311,σαοφροσύνη,0.000202,2
13312,λωβεύω,0.000202,2
13313,ψολόεις,0.000202,2
13314,λάχανον,0.000200,5
13315,γέννημα,0.000200,5
13316,φλέγμα,0.000200,3
13317,Καρία,0.000200,7
13318,Φωκαίη,0.000200,7
13319,λόγιον,0.000199,8
13320,κοίτη,0.000199,8
13321,διέπω,0.000199,6
13322,συγκομίζω,0.000198,7
13323,Σικανία,0.000198,4
13324,παμποίκιλος,0.000197,3
13325,παρακλίνω,0.000197,3
13326,γλυφίς,0.000197,3
13327,σπόρος,0.000196,8
13328,πάρδαλις,0.000196,3
13329,παρακούω,0.000195,7
13330,κόκκος,0.000195,8
13331,βραχύτης,0.000195,3
13332,τροίζω,0.000195,3
13333,παροκοδομέω,0.000195,3
13334,παράφραγμα,0.000195,3
13335,χειροτέχνης,0.000195,3
13336,προστέομαι,0.000195,3
13337,Παρύσατις,0.000194,1
13338,φιλόω,0.000194,1
13339,φρόρραρχον,0.000194,1
13340,Πισιδόν,0.000194,1
13341,Κολοσσα,0.000194,1
13342,Πέλτας,0.000194,1
13343,Λύκαια,0.000194,1
13344,στλεγγίς,0.000194,1
13345,Κεράμων,0.000194,1
13346,Κάύστρος,0.000194,1
13347,Κίλικας,0.000194,1
13348,Θύμβριον,0.000194,1
13349,Τυριάειος,0.000194,1
13350,παραλαύνω,0.000194,1
13351,φοινικός,0.000194,1
13352,Δάνας,0.000194,1
13353,Μεγαφέρνη,0.000194,1
13354,φοινικιστής,0.000194,1
13355,σύμπλεον,0.000194,1
13356,κέγχρον,0.000194,1
13357,Κύδνος,0.000194,1
13358,κατακοπαίω,0.000194,1
13359,Συέννη,0.000194,1
13360,καταπετρόω,0.000194,1
13361,καθηδυπατέομαι,0.000194,1
13362,δαίπτω,0.000194,1
13363,Ξένιος,0.000194,1
13364,σκευοφόρα,0.000194,1
13365,συμπομέω,0.000194,1
13366,στρατεύμας,0.000194,1
13367,Ψάρ,0.000194,1
13368,κύραμος,0.000194,1
13369,Κάρσος,0.000194,1
13370,Μυρίανδος,0.000194,1
13371,Τράλλεσις,0.000194,1
13372,Χάλος,0.000194,1
13373,πραέων,0.000194,1
13374,Δάρδατος,0.000194,1
13375,Βελέσυος,0.000194,1
13376,Θάψαξ,0.000194,1
13377,Θαψακηνός,0.000194,1
13378,πέρδιξ,0.000194,1
13379,Μάσκας,0.000194,1
13380,Κορσωτή,0.000194,1
13381,περιερρέω,0.000194,1
13382,Μάσκα,0.000194,1
13383,σίγλω,0.000194,1
13384,σίγλος,0.000194,1
13385,δυσπόρευτος,0.000194,1
13386,συνεκβιβάζω,0.000194,1
13387,σχόλαιος,0.000194,1
13388,συνεπισπεύω,0.000194,1
13389,πορφυρός,0.000194,1
13390,κάνδος,0.000194,1
13391,Χαρμάνδης,0.000194,1
13392,στέγασμα,0.000194,1
13393,σύνεσπον,0.000194,1
13394,κάρφη,0.000194,1
13395,κατά-σκέπτομαι,0.000194,1
13396,προσαλαύνω,0.000194,1
13397,διαλαύνω,0.000194,1
13398,προκαθακαίω,0.000194,1
13399,θαρρύνω,0.000194,1
13400,τετρακοσίοι,0.000194,1
13401,Γωβρύς,0.000194,1
13402,Πατηγύης,0.000194,1
13403,παραμηρίδιος,0.000194,1
13404,ψιλά,0.000194,1
13405,προστερνίδιος,0.000194,1
13406,λευκοθώρ,0.000194,1
13407,γερροφόρος,0.000194,1
13408,Πίγρητις,0.000194,1
13409,περιά,0.000194,1
13410,διειχέω,0.000194,1
13411,τοξευθέω,0.000194,1
13412,συμπείρω,0.000194,1
13413,βασίλικος,0.000194,1
13414,φιλιππός,0.000194,1
13415,τοξικός,0.000194,1
13416,φιλομάθεστα,0.000194,1
13417,μελετηρός,0.000194,1
13418,φιλοθήρος,0.000194,1
13419,κάθηξ,0.000194,1
13420,μέος,0.000194,1
13421,φιλοκερδίζω,0.000194,1
13422,προσδίδωμι,0.000194,1
13423,χιός,0.000194,1
13424,συντράπεζος,0.000194,1
13425,πέλτος,0.000194,1
13426,προληλακέω,0.000194,1
13427,δορπηστός,0.000194,1
13428,Β,0.000194,1
13429,Ταμώ,0.000194,1
13430,γέρρης,0.000194,1
13431,παραδοιέω,0.000194,1
13432,νεανίς,0.000194,1
13433,διασημένω,0.000194,1
13434,ναυσίπορος,0.000194,1
13435,προσομόω,0.000194,1
13436,καταδανέομαι,0.000194,1
13437,σπανίημι,0.000194,1
13438,τάξ,0.000194,1
13439,συσπουδάζω,0.000194,1
13440,συμμείκαμαι,0.000194,1
13441,παραθάρρω,0.000194,1
13442,διαβατής,0.000194,1
13443,στρεστρατοπεδεύω,0.000194,1
13444,συλίζω,0.000194,1
13445,Σιττάκη,0.000194,1
13446,δασεύς,0.000194,1
13447,περίπατος,0.000194,1
13448,Φύσκος,0.000194,1
13449,Καινάς,0.000194,1
13450,διφθερίνω,0.000194,1
13451,παρημέλω,0.000194,1
13452,πορευτής,0.000194,1
13453,παραλυπόω,0.000194,1
13454,πανούργοτος,0.000194,1
13455,Θραξίς,0.000194,1
13456,θανατάω,0.000194,1
13457,μείων,0.000194,1
13458,παραιέω,0.000194,1
13459,θεοσεβεία,0.000194,1
13460,δικαιότης,0.000194,1
13461,ψεύδης,0.000194,1
13462,διαγελάω,0.000194,1
13463,Θαρύπη,0.000194,1
13464,συστρατήγη,0.000194,1
13465,συμπρουθύω,0.000194,1
13466,στερρός,0.000194,1
13467,θάλπη,0.000194,1
13468,τρωτός,0.000194,1
13469,φλυάρω,0.000194,1
13470,συγίγνυμι,0.000194,1
13471,παρασκηνέω,0.000194,1
13472,πτάρνυμι,0.000194,1
13473,συνεπεύγομαι,0.000194,1
13474,λέλυξ,0.000194,1
13475,χιμαίρα,0.000194,1
13476,προσκυνέομαι,0.000194,1
13477,καταισχύνομαι,0.000194,1
13478,δηχθάνω,0.000194,1
13479,λακτίσσω,0.000194,1
13480,λωτοφάγος,0.000194,1
13481,στρατηγή,0.000194,1
13482,συγκατακαύω,0.000194,1
13483,περαίνομαι,0.000194,1
13484,κατακλείνω,0.000194,1
13485,δωκκτέος,0.000194,1
13486,μαρτυροία,0.000194,1
13487,σφενδονάω,0.000194,1
13488,χειροπληθής,0.000194,1
13489,παίνυμαι,0.000194,1
13490,σπόλα,0.000194,1
13491,θαρσόω,0.000194,1
13492,προκαλύπτω,0.000194,1
13493,Μέσπιλος,0.000194,1
13494,κογχύλιατος,0.000194,1
13495,ποδάω,0.000194,1
13496,πλίνθινος,0.000194,1
13497,σφονδονέω,0.000194,1
13498,Κρησίς,0.000194,1
13499,συγκυπτάω,0.000194,1
13500,πονήρης,0.000194,1
13501,δυσχρήστος,0.000194,1
13502,πεντηκοντήρ,0.000194,1
13503,διέχος,0.000194,1
13504,τρώ,0.000194,1
13505,συμναίνομαι,0.000194,1
13506,ποδίζω,0.000194,1
13507,χαλινόω,0.000194,1
13508,βασίμος,0.000194,1
13509,κατακοψάω,0.000194,1
13510,προσηλαύνω,0.000194,1
13511,ζ,0.000194,1
13512,περιιάω,0.000194,1
13513,σκόταιος,0.000194,1
13514,χαλκώμη,0.000194,1
13515,κατατρώθω,0.000194,1
13516,συνοιόρω,0.000194,1
13517,σχολαία,0.000194,1
13518,θαμινός,0.000194,1
13519,παραγγυάομαι,0.000194,1
13520,Λεώνυμος,0.000194,1
13521,σπολάς,0.000194,1
13522,καλώ,0.000194,1
13523,κατασφάγω,0.000194,1
13524,δυσπάριτος,0.000194,1
13525,διασφονδονέω,0.000194,1
13526,διαζεύγνυμι,0.000194,1
13527,παραληλύω,0.000194,1
13528,συνερρύω,0.000194,1
13529,κονιατός,0.000194,1
13530,διπήχη,0.000194,1
13531,Κεντρίτης,0.000194,1
13532,δίπλεθρος,0.000194,1
13533,δυσπορία,0.000194,1
13534,περιρρύομαι,0.000194,1
13535,μαρσίπος,0.000194,1
13536,διηγέγω,0.000194,1
13537,συνολλύζω,0.000194,1
13538,συνεκβαίνω,0.000194,1
13539,ψοφεύς,0.000194,1
13540,δαψιλεύς,0.000194,1
13541,Τηλεβόα,0.000194,1
13542,διαιθριάζω,0.000194,1
13543,νυκτερεύω,0.000194,1
13544,παραρρύειος,0.000194,1
13545,σύειος,0.000194,1
13546,σησαμινός,0.000194,1
13547,τερμίνθινος,0.000194,1
13548,διασκηνητός,0.000194,1
13549,Τημνίτης,0.000194,1
13550,μοναχή,0.000194,1
13551,σφαγιάζομαι,0.000194,1
13552,διατίκτω,0.000194,1
13553,βουλιμίζω,0.000194,1
13554,βουλιμιόω,0.000194,1
13555,βουλιάω,0.000194,1
13556,περσιστίς,0.000194,1
13557,περιπάγνυμι,0.000194,1
13558,καρβάτινα,0.000194,1
13559,νεόδαρτον,0.000194,1
13560,κωμής,0.000194,1
13561,λαγής,0.000194,1
13562,θήρασος,0.000194,1
13563,κατάγειος,0.000194,1
13564,μυζάω,0.000194,1
13565,συμμανθάνω,0.000194,1
13566,μόσχεια,0.000194,1
13567,πυρίνη,0.000194,1
13568,προπιέω,0.000194,1
13569,φιλοφρονέων,0.000194,1
13570,περσίζω,0.000194,1
13571,παλαίτερος,0.000194,1
13572,σακίον,0.000194,1
13573,περιλέλω,0.000194,1
13574,σάκιος,0.000194,1
13575,γαστρός,0.000194,1
13576,χαλεπανθάνω,0.000194,1
13577,θαρραλέωτερος,0.000194,1
13578,κλωπέω,0.000194,1
13579,βατός,0.000194,1
13580,συμμιγνύν,0.000194,1
13581,πάμπολλα,0.000194,1
13582,προδρομή,0.000194,1
13583,διηγωνίζομαι,0.000194,1
13584,Χαλύβων,0.000194,1
13585,μαχαίριος,0.000194,1
13586,ξυήλη,0.000194,1
13587,σφάνσκω,0.000194,1
13588,πολίσμασις,0.000194,1
13589,Ταώχος,0.000194,1
13590,Γυμνιάς,0.000194,1
13591,δασειός,0.000194,1
13592,καταθέμνω,0.000194,1
13593,δάκτυλις,0.000194,1
13594,συνεξέχω,0.000194,1
13595,συλλείγω,0.000194,1
13596,περιττεύω,0.000194,1
13597,διακοπείω,0.000194,1
13598,πιέζη,0.000194,1
13599,παρηγγυάω,0.000194,1
13600,σμήνη,0.000194,1
13601,διαχωρέω,0.000194,1
13602,δηδέομαι,0.000194,1
13603,φαρμακοποσία,0.000194,1
13604,συνδιαπράσσω,0.000194,1
13605,Δρακοντίον,0.000194,1
13606,δόλιχος,0.000194,1
13607,ναυαρχός,0.000194,1
13608,πρόνομα,0.000194,1
13609,μερίσθημι,0.000194,1
13610,πολυπραγμονός,0.000194,1
13611,δύσβατον,0.000194,1
13612,Δρίλαις,0.000194,1
13613,συνερρυγάω,0.000194,1
13614,χαράδραξ,0.000194,1
13615,ξύνεωρος,0.000194,1
13616,συνεπίπτω,0.000194,1
13617,καταβάσιον,0.000194,1
13618,ψευδενέδρος,0.000194,1
13619,κολχίς,0.000194,1
13620,Μεγαβύζος,0.000194,1
13621,νεώκορος,0.000194,1
13622,κόγχη,0.000194,1
13623,συνέθηρ,0.000194,1
13624,Φολόη,0.000194,1
13625,ξόανος,0.000194,1
13626,κυπαρίττινος,0.000194,1
13627,Τραπεζουντίον,0.000194,1
13628,κιττόν,0.000194,1
13629,σφαιροειδής,0.000194,1
13630,στρωματόδες,0.000194,1
13631,κραβύλλω,0.000194,1
13632,τιαροειδέω,0.000194,1
13633,μόσυνις,0.000194,1
13634,μόσυνον,0.000194,1
13635,νήομαι,0.000194,1
13636,περυσινός,0.000194,1
13637,τεμάχη,0.000194,1
13638,ταριχέω,0.000194,1
13639,στέαρ,0.000194,1
13640,κάρυον,0.000194,1
13641,διαφυά,0.000194,1
13642,συνακούω,0.000194,1
13643,καρύω,0.000194,1
13644,στίγω,0.000194,1
13645,σιδήρεια,0.000194,1
13646,προαγορέω,0.000194,1
13647,τρίπλεθρος,0.000194,1
13648,σταδίον,0.000194,1
13649,Κορύλα,0.000194,1
13650,Σαμόλα,0.000194,1
13651,προστατίζω,0.000194,1
13652,ξύλλογος,0.000194,1
13653,διανοοιμαι,0.000194,1
13654,διανοημόω,0.000194,1
13655,γεραιτόρος,0.000194,1
13656,ταφέω,0.000194,1
13657,λύστος,0.000194,1
13658,διαπράχω,0.000194,1
13659,Κερασουντίος,0.000194,1
13660,γαυλικός,0.000194,1
13661,μείωμα,0.000194,1
13662,καταμέλω,0.000194,1
13663,πελτάζω,0.000194,1
13664,διάρριψις,0.000194,1
13665,κατορυχάζω,0.000194,1
13666,καταμάγω,0.000194,1
13667,θερμασία,0.000194,1
13668,συνεπιτρίβω,0.000194,1
13669,δανάω,0.000194,1
13670,συνεκπόρνυμι,0.000194,1
13671,κλοπεύω,0.000194,1
13672,πολεμικώτας,0.000194,1
13673,σκίμπος,0.000194,1
13674,κερατίνος,0.000194,1
13675,ζευγηλατέω,0.000194,1
13676,προίδημι,0.000194,1
13677,νιοτέω,0.000194,1
13678,ζευγηλάτης,0.000194,1
13679,πέλτας,0.000194,1
13680,περσικός,0.000194,1
13681,πυρρίχη,0.000194,1
13682,μαντευτός,0.000194,1
13683,συντάθημι,0.000194,1
13684,σωφρονίζομαι,0.000194,1
13685,σύνδειπνος,0.000194,1
13686,συμποσίαρχος,0.000194,1
13687,σιγάζω,0.000194,1
13688,συμθελέω,0.000194,1
13689,Καλλίμαχός,0.000194,1
13690,Σμίκρητος,0.000194,1
13691,σμίκρη,0.000194,1
13692,συμβάω,0.000194,1
13693,περικυκλάομαι,0.000194,1
13694,μεγαληγορέω,0.000194,1
13695,προλαύνω,0.000194,1
13696,κατασβεσνεννύνω,0.000194,1
13697,προελαύνω,0.000194,1
13698,γρήδιος,0.000194,1
13699,γερόντιον,0.000194,1
13700,λπλέω,0.000194,1
13701,γέω,0.000194,1
13702,σήσαμα,0.000194,1
13703,προσαναλίσκομαι,0.000194,1
13704,κενοτάφιος,0.000194,1
13705,συμκαλέω,0.000194,1
13706,δοράτιος,0.000194,1
13707,λάσις,0.000194,1
13708,μέσω,0.000194,1
13709,Σπιθριδάτης,0.000194,1
13710,καταχωρίζω,0.000194,1
13711,Σαμόλας,0.000194,1
13712,Πυρρίας,0.000194,1
13713,παρεγγυάω,0.000194,1
13714,παρεγγύα,0.000194,1
13715,προσανάω,0.000194,1
13716,θάρρος,0.000194,1
13717,προαπετράπτω,0.000194,1
13718,λοχίτης,0.000194,1
13719,πετροβολία,0.000194,1
13720,λοχιτός,0.000194,1
13721,παρασχάω,0.000194,1
13722,ξυνή,0.000194,1
13723,συνβάλλω,0.000194,1
13724,Καλχηδονία,0.000194,1
13725,λαφυροπωλέω,0.000194,1
13726,Χρυσοπόλος,0.000194,1
13727,συμπροθεύομαι,0.000194,1
13728,Θρακίος,0.000194,1
13729,κλείθρον,0.000194,1
13730,καταρεμίζω,0.000194,1
13731,παραδραμακέω,0.000194,1
13732,κατερεμίζω,0.000194,1
13733,Κοιρατάδας,0.000194,1
13734,κρομμύω,0.000194,1
13735,δάσμα,0.000194,1
13736,Κοιρατάδης,0.000194,1
13737,καταμίγνυμι,0.000194,1
13738,ναυαρχόω,0.000194,1
13739,παραγάγνομαι,0.000194,1
13740,μετακωρέω,0.000194,1
13741,νυκτοφύλαξ,0.000194,1
13742,χίλω,0.000194,1
13743,πολεμικότης,0.000194,1
13744,Μαισάδης,0.000194,1
13745,Μελανδίτης,0.000194,1
13746,Τρανίζω,0.000194,1
13747,διμοιρία,0.000194,1
13748,σενίζομαι,0.000194,1
13749,Παριανός,0.000194,1
13750,Μήδοκος,0.000194,1
13751,προμνάσκω,0.000194,1
13752,ζυμίτης,0.000194,1
13753,προσπερερονέω,0.000194,1
13754,διέκλυμι,0.000194,1
13755,διαρριπτέω,0.000194,1
13756,τριχοίνικος,0.000194,1
13757,προπίνω,0.000194,1
13758,πρόπινον,0.000194,1
13759,Γνήσιππος,0.000194,1
13760,πλησιαΐτατος,0.000194,1
13761,συγφέπω,0.000194,1
13762,συγκατασκεδάννυμι,0.000194,1
13763,μαγάς,0.000194,1
13764,νυκτοφύλαι,0.000194,1
13765,συνανίστημι,0.000194,1
13766,δραμόομαι,0.000194,1
13767,Κλεάνωρα,0.000194,1
13768,παιδεραστής,0.000194,1
13769,πελτός,0.000194,1
13770,Λοκρός,0.000194,1
13771,συμπαρέσκω,0.000194,1
13772,δωρόομαι,0.000194,1
13773,καταμερίζω,0.000194,1
13774,δης,0.000194,1
13775,Μελινοφάγων,0.000194,1
13776,Σαλμυδήσσος,0.000194,1
13777,καταυλίζω,0.000194,1
13778,διμοιρίος,0.000194,1
13779,χαριά,0.000194,1
13780,δημαγέω,0.000194,1
13781,συνδραμόω,0.000194,1
13782,τρέπλω,0.000194,1
13783,πλοτίπλω,0.000194,1
13784,μάταίος,0.000194,1
13785,συμπομνύω,0.000194,1
13786,ομδα,0.000194,1
13787,καταβλάζω,0.000194,1
13788,προσάνω,0.000194,1
13789,συμπάρεχον,0.000194,1
13790,προστέλλω,0.000194,1
13791,προσειλατέω,0.000194,1
13792,κατακονενόω,0.000194,1
13793,μνημονικώτης,0.000194,1
13794,Λουσιάτης,0.000194,1
13795,πατέπω,0.000194,1
13796,Λακεδαιμονίω,0.000194,1
13797,συναναπράσσω,0.000194,1
13798,προτελέω,0.000194,1
13799,καταδοξάζω,0.000194,1
13800,πειρός,0.000194,1
13801,προυνοομαι,0.000194,1
13802,ημάω,0.000194,1
13803,συναπολαμβάνω,0.000194,1
13804,λαφυροπώλης,0.000194,1
13805,Βίων,0.000194,1
13806,Ναυσικλείδης,0.000194,1
13807,ξένω,0.000194,1
13808,δαρείκω,0.000194,1
13809,Κερτωνός,0.000194,1
13810,Μυσίας,0.000194,1
13811,σενόω,0.000194,1
13812,Γοργίων,0.000194,1
13813,Δαφναγόρα,0.000194,1
13814,πυργομαχέω,0.000194,1
13815,γηίνω,0.000194,1
13816,πυρσεύω,0.000194,1
13817,Κομανία,0.000194,1
13818,θράσυς,0.000194,1
13819,συνβοηθέω,0.000194,1
13820,Κάρκασος,0.000194,1
13821,Δέρνης,0.000194,1
13822,Βέλεσυς,0.000194,1
13823,προίσχω,0.000194,6
13824,καθυπέρτερος,0.000194,6
13825,Φώκαια,0.000194,6
13826,ὀξύς,0.000193,8
13827,κύκλῳ,0.000193,8
13828,ἕβδομος,0.000193,8
13829,μνῆμα,0.000193,8
13830,ἀπαρχή,0.000193,8
13831,ἄμπελος,0.000193,8
13832,ὅσιος,0.000193,8
13833,αἰνέω,0.000193,8
13834,ἴσος,0.000193,8
13835,ἐπιποθέω,0.000193,8
13836,Ῥώμη,0.000193,8
13837,ἀπιστέω,0.000193,8
13838,ἀδόκιμος,0.000193,8
13839,Μᾶρκος,0.000193,8
13840,ἀπολογία,0.000193,8
13841,ἐναντίος,0.000193,8
13842,ἐκφεύγω,0.000193,8
13843,προΐστημι,0.000193,8
13844,καρποφορέω,0.000193,8
13845,ἐνέργεια,0.000193,8
13846,ἄπειμι,0.000193,8
13847,βεβαιόω,0.000193,8
13848,χάριν,0.000193,8
13849,ἀναγκαῖος,0.000193,8
13850,τεκνίον,0.000193,8
13851,εὐλογητός,0.000193,8
13852,ἐπέρχομαι,0.000193,8
13853,ἡλικία,0.000193,8
13854,ὀσφύς,0.000193,8
13855,ἐπισυνάγω,0.000193,8
13856,σχίσμα,0.000193,8
13857,ἀποκαθίστημι,0.000193,8
13858,συμβούλιον,0.000193,8
13859,ἀνατέλλω,0.000193,8
13860,μεθερμηνεύω,0.000193,8
13861,κοράσιον,0.000193,8
13862,διαστέλλομαι,0.000193,8
13863,ἀλείφω,0.000193,8
13864,διανοίγω,0.000193,8
13865,ἐκφέρω,0.000193,8
13866,κατέναντι,0.000193,8
13867,πραιτώριον,0.000193,8
13868,ἄφθαρτος,0.000193,8
13869,ὁρίζω,0.000193,8
13870,λιθάζω,0.000193,8
13871,ἐξαιρέω,0.000193,8
13872,εὐνοῦχος,0.000193,8
13873,ὀκτώ,0.000193,8
13874,Κορνήλιος,0.000193,8
13875,ἐνθάδε,0.000193,8
13876,Σίλας,0.000193,8
13877,εἰσφέρω,0.000193,8
13878,κατηχέω,0.000193,8
13879,ῥίπτω,0.000193,8
13880,διασῴζω,0.000193,8
13881,ἐκτός,0.000193,8
13882,προσκόπτω,0.000193,8
13883,ἀπεκδέχομαι,0.000193,8
13884,Νῶε,0.000193,8
13885,Ἀδάμ,0.000193,8
13886,ὑπερβολή,0.000193,8
13887,ἀντίκειμαι,0.000193,8
13888,βοῦς,0.000193,8
13889,ἀρκέω,0.000193,8
13890,Μελχισέδεκ,0.000193,8
13891,γογγύζω,0.000193,8
13892,Ἰσκαριώτης,0.000193,8
13893,Βηθλέεμ,0.000193,8
13894,ἔνδυμα,0.000193,8
13895,ζιζάνιον,0.000193,8
13896,πλατάνιστος,0.000192,4
13897,κορύνη,0.000192,4
13898,στάζω,0.000192,4
13899,καταβιβάζω,0.000192,6
13900,βέβηλος,0.000192,7
13901,κατάστραομα,0.000188,5
13902,συναπίστημι,0.000188,5
13903,μηνοειδής,0.000188,5
13904,φθινόπωρος,0.000188,5
13905,σιτοποιός,0.000188,5
13906,Μαλέα,0.000188,5
13907,Κολοφωνίος,0.000188,5
13908,Καμαρίνης,0.000188,5
13909,ναυπηγία,0.000188,5
13910,Λεπρεάτης,0.000188,5
13911,πίσσα,0.000187,4
13912,προμάχομαι,0.000186,3
13913,Πλευρών,0.000186,3
13914,πυγμαχία,0.000186,3
13915,ξυντυχία,0.000182,4
13916,μηδεγής,0.000182,4
13917,Σύβος,0.000182,4
13918,Συβότης,0.000182,4
13919,Ποτειδέω,0.000182,4
13920,Βοττική,0.000182,4
13921,ξυμμαχίς,0.000182,4
13922,Φάρσαλος,0.000182,4
13923,Φάρνακος,0.000182,4
13924,περιηγγέλλω,0.000182,4
13925,δόκησις,0.000182,4
13926,περιτείχισις,0.000182,4
13927,Χάων,0.000182,4
13928,πέριπλος,0.000182,4
13929,Μηθύμνης,0.000182,4
13930,Μήθυμνα,0.000182,4
13931,Σαλύνθιος,0.000182,4
13932,συγκλάω,0.000182,4
13933,συμφόρος,0.000182,4
13934,Γέλα,0.000182,4
13935,ξύνθημα,0.000182,4
13936,Λύγκος,0.000182,4
13937,προτείχισμα,0.000182,4
13938,Φιλοχαρίς,0.000182,4
13939,περιτειχισμός,0.000182,4
13940,Πασιτελίδης,0.000182,4
13941,Κερδύλιος,0.000182,4
13942,Κλεαρίδης,0.000182,4
13943,Μαντινικός,0.000182,4
13944,δεχέρω,0.000182,4
13945,Μαντίνεια,0.000182,4
13946,Πελοποννάς,0.000182,4
13947,συνελέγη,0.000182,4
13948,σύμπασα,0.000182,4
13949,ξυνωμώσιον,0.000182,4
13950,κατάπληξις,0.000182,4
13951,ναυαρχία,0.000182,4
13952,Θηρίμενος,0.000182,4
13953,Κύς,0.000182,4
13954,σιμός,0.000181,4
13955,μεταδιώκω,0.000181,4
13956,Βράγχιδαι,0.000180,7
13957,πολιητής,0.000180,7
13958,Παλαιστίνη,0.000180,7
13959,καταφονεύω,0.000180,7
13960,περιυβρίζω,0.000180,7
13961,διαχρέω,0.000180,7
13962,καλλιστεύω,0.000180,7
13963,βύβλος,0.000180,7
13964,λαβύρινθος,0.000180,7
13965,καταιρέω,0.000180,7
13966,μάντια,0.000180,7
13967,συμλέγω,0.000180,7
13968,Συλόσις,0.000180,7
13969,Βορυσθενείτης,0.000180,7
13970,Βουδίνος,0.000180,7
13971,περιπλάω,0.000180,7
13972,Τρίτων,0.000180,7
13973,Δόλογκος,0.000180,7
13974,γέφυρες,0.000180,7
13975,λόγιος,0.000178,7
13976,μεταβουλεύω,0.000178,4
13977,μουνόω,0.000178,4
13978,βύβλινος,0.000178,4
13979,συγκεράννυμι,0.000178,4
13980,μονόφθαλμος,0.000177,7
13981,κολυμβήθρα,0.000176,4
13982,μακαρισμός,0.000176,4
13983,Πιττακός,0.000175,3
13984,διάστασις,0.000175,3
13985,μάζομαι,0.000175,3
13986,μετεχειρίζω,0.000175,3
13987,καύω,0.000175,3
13988,Πάφος,0.000175,4
13989,παρατρωπάω,0.000174,2
13990,κύρομαι,0.000174,2
13991,βούβρωστις,0.000174,2
13992,Νιόβης,0.000174,2
13993,βρύω,0.000174,2
13994,τέττα,0.000174,2
13995,μαλθακός,0.000174,2
13996,φιλοψευδής,0.000174,2
13997,Τελαμώνιον,0.000174,2
13998,Πάγγαιος,0.000174,6
13999,προδείκνυμι,0.000174,6
14000,Μύρκινος,0.000174,6
14001,Φρύγες,0.000173,5
14002,διχθά,0.000171,2
14003,τίάτω,0.000171,2
14004,βολάομαι,0.000171,2
14005,θελκτήριον,0.000171,2
14006,καθικνέομαι,0.000171,2
14007,πρωθήβης,0.000171,2
14008,Πεισήνωρ,0.000171,2
14009,διαρραίνω,0.000171,2
14010,θωή,0.000171,2
14011,πολύμυθος,0.000171,2
14012,κακορραφία,0.000171,2
14013,βαθύζωνος,0.000171,2
14014,καταφθίω,0.000171,2
14015,καταδάπτω,0.000171,2
14016,Φρόντις,0.000171,2
14017,Φαιστός,0.000171,2
14018,κυδίς,0.000171,2
14019,πυράγρα,0.000171,2
14020,χέρνιβον,0.000171,2
14021,πεμπώβολον,0.000171,2
14022,κητώεις,0.000171,2
14023,κάπη,0.000171,2
14024,κύπειρον,0.000171,2
14025,λαμπετάω,0.000171,2
14026,παλιμπετής,0.000171,2
14027,τρίπολος,0.000171,2
14028,τετραίνω,0.000171,2
14029,μεθορμάομαι,0.000171,2
14030,ζαός,0.000171,2
14031,κεκαφηώς,0.000171,2
14032,δάσκιος,0.000171,2
14033,Δύμας,0.000171,2
14034,περιμήκετος,0.000171,2
14035,θάλος,0.000171,2
14036,πόσε,0.000171,2
